193.692794538738	-21.8719450999542	9537	95.4	0.333	1
147.333198474593	-17.3235928253479	18216	182.2	1.356	1
119.726577519667	-11.8794938747066	11308	113.1	0.465	1
234.539920264525	-28.1237071616791	14653	146.5	0.712	1
154.684161580674	-36.687509465239	4858	48.6	0.185	1
180.771943772683	-45.3375583623075	7096	71	0.277	1
182.509142003701	-11.5002677797907	15434	154.3	0.853	1
192.16792185431	-27.5824519667826	7806	78.1	0.251	1
172.286285372614	-47.2068049174173	18417	184.2	1.397	1
224.367568368139	-29.9055390980468	12144	121.4	0.687	1
221.810405530667	-37.3199235636707	6202	62	0.305	1
186.134340753728	-44.7931832654737	16323	163.2	0.996	1
241.345266015398	-0.0384299543735465	15101	151	0.774	1
236.92735624588	-7.51076581268561	7286	72.9	0.293	1
193.306471683953	-11.0354938904904	4447	44.5	0.148	1
221.857056875391	-13.71608522175	3164	31.6	0.224	1
165.787940713558	-26.4431100667488	11266	112.7	0.42	1
134.735536168332	-4.90197255815868	4038	40.4	0.247	1
153.862116277094	-13.1050148430049	9307	93.1	0.345	1
255.710542074499	-10.7589390153462	7075	70.8	0.273	1
221.890546531538	-14.8536273737801	2356	23.6	0.193	1
219.536147309114	-25.5577633371877	14936	149.4	0.779	1
217.341627826002	-22.9286666576166	8207	82.1	0.374	1
222.18322719285	-43.9274558957949	11802	118	0.579	1
237.993205379129	-1.25020932344206	7531	75.3	0.25	1
258.009467039738	-1.37849945493041	7257	72.6	0.247	1
156.480016740801	-14.720900384809	9196	92	0.367	1
190.310380933452	-10.5119954404646	8506	85.1	0.298	1
238.251917647436	-27.2920803700889	9101	91	0.539	1
159.240660243699	-17.66250685681	11830	118.3	0.451	1
243.222405012402	-21.6234618384881	9870	98.7	0.516	1
160.158378195765	-14.2555223951349	16750	167.5	0.978	1
134.849540949125	-9.87467852121436	14143	141.4	0.619	1
222.253905549246	-20.8474294562327	6431	64.3	0.261	1
165.899279533433	-17.4790674998838	8684	86.8	0.494	1
177.270410228804	-9.72995034371658	6187	61.9	0.355	1
208.430993431336	-48.8654648011346	12776	127.8	0.602	1
193.997948885236	-9.60736628565337	18596	186	1.296	1
202.847894737758	-23.1807025434174	9645	96.4	0.329	1
165.999571188006	-18.7805311293406	4347	43.5	0.207	1
231.646330744635	-38.4490101121753	11966	119.7	0.631	1
191.478273963967	-21.1955836353234	9244	92.4	0.354	1
163.602701294856	-46.7409447124721	4799	48	0.215	1
153.492052818291	-9.38060525413228	20646	206.5	1.843	1
202.423837954745	-22.6155412840433	7607	76.1	0.263	1
217.76740338424	-0.918872984027572	7994	79.9	0.283	1
243.603521958818	-0.207352262012272	2148	21.5	0.167	1
181.126290719297	-54.0926597441978	4788	47.9	0.157	1
164.977185054847	-29.6520422186447	22777	227.8	2.666	1
185.674048798526	-54.3544098410988	5721	57.2	0.194	1
252.225270910185	-21.9203483557037	16967	169.7	1.136	1
217.977215481949	-46.0351220073307	4588	45.9	0.208	1
239.118248870094	-36.9004542244436	5974	59.7	0.214	1
194.931999151078	-53.833888860247	7220	72.2	0.253	1
206.622141747293	-39.1550667037111	7621	76.2	0.327	1
143.310466979752	-21.2485163331229	15681	156.8	0.821	1
129.484181137381	-2.46328996060363	2181	21.8	0.09	1
187.824386912899	-8.31092862698877	10811	108.1	0.379	1
203.068882240218	-38.2520796220246	16060	160.6	0.926	1
162.319748950439	-19.6370036607268	4574	45.7	0.298	1
156.310271050872	-26.6131596562928	21423	214.2	2.581	1
198.980403814315	-55.9127150196396	7422	74.2	0.25	1
174.304296499677	-11.5586313552681	5797	58	0.187	1
133.890040976381	-8.09519686311174	9560	95.6	0.406	1
203.113778691144	-38.1682119370891	3901	39	0.201	1
222.947220550806	-7.23266394641052	4868	48.7	0.245	1
159.263677230133	-29.6714095657567	19090	190.9	1.444	1
208.676007859413	-54.5613713455057	12446	124.5	0.642	1
191.950011296486	-36.0719808361937	9536	95.4	0.431	1
175.090936598113	-46.8352686729403	12510	125.1	0.608	1
223.043225934867	-10.7403500774815	2818	28.2	0.158	1
146.355111089172	-18.3738475098101	4543	45.4	0.232	1
166.630009961699	-35.0381594364741	18447	184.5	1.345	1
151.486736688534	-8.31946635891952	21824	218.2	2.965	1
129.78243889797	-8.86196089191621	6374	63.7	0.259	1
192.049120391035	-4.35031006050644	4455	44.5	0.173	1
245.20390179808	-9.29545281282354	8783	87.8	0.317	1
129.938456009625	-23.45873481034	2786	27.9	0.179	1
207.026666901827	-33.463428076172	15909	159.1	0.873	1
179.852373687328	-6.73720703897505	9200	92	0.389	1
127.67013306326	-19.711709401156	11132	111.3	0.431	1
181.720304785815	-31.7649570309745	8532	85.3	0.378	1
223.289769875906	-21.3940263179493	3631	36.3	0.186	1
221.888631893967	-19.2061148351986	23209	232.1	2.755	1
218.518605538008	-7.67554521358006	7248	72.5	0.354	1
220.305147381278	-37.2055680557175	21757	217.6	2.22	1
178.014748187688	-11.3733885516371	15648	156.5	0.853	1
231.224871060428	-11.3186097557202	8553	85.5	0.285	1
166.952169308529	-46.5256862107011	1359	13.6	0.175	1
198.463401126811	-36.5443511462666	15183	151.8	0.736	1
130.944968000573	-17.6794144742869	2044	20.4	0.081	1
130.672883519024	-5.6568610997702	13076	130.8	0.576	1
124.624958379615	-21.8161274302733	5404	54	0.329	1
223.570018285833	-15.2772312340594	8060	80.6	0.332	1
139.479657900874	-18.1711321964529	17300	173	1.169	1
205.561416421187	-19.4980501902474	15566	155.7	0.788	1
207.322887434554	-36.0633611120305	591	5.9	0.059	1
193.807577632804	-6.5479454742556	7672	76.7	0.265	1
240.268189996709	-29.3456785989706	2301	23	0.138	1
196.028218288077	-12.5065902452795	6863	68.6	0.283	1
203.714021504798	-36.5213462483993	15962	159.6	1.066	1
129.063197660787	-17.5354612678806	11135	111.3	0.419	1
147.262589355148	-2.82167825935851	6689	66.9	0.363	1
240.339303507158	-31.5740952396518	4782	47.8	0.227	1
199.659073594491	-25.0857940732596	13818	138.2	0.837	1
191.883633732325	-23.1508378488898	14557	145.6	0.781	1
194.686983916432	-28.1652768932062	15727	157.3	0.871	1
151.692514362538	-47.6962708885947	4322	43.2	0.226	1
223.791204274892	-23.9694541767084	12865	128.6	0.64	1
187.652489549736	-17.3243514065745	13599	136	0.593	1
154.769150986566	-48.1170648011276	14622	146.2	0.823	1
147.440687491149	-39.0197724973282	5760	57.6	0.275	1
131.129162654661	-20.3504101649733	3875	38.8	0.281	1
200.465494169136	-17.6707792884163	14787	147.9	0.78	1
165.561320016548	-52.9658893502848	4251	42.5	0.146	1
177.205579069899	-16.8470694326711	10718	107.2	0.466	1
137.548562275649	-34.6690749299378	18386	183.9	1.478	1
178.667055348098	-13.9749245201975	2112	21.1	0.298	1
219.447852678631	-51.2588228359493	5089	50.9	0.183	1
255.486692775111	-23.2980675901394	9293	92.9	0.503	1
131.383353567847	-15.1210996194838	4302	43	0.264	1
192.678483638164	-8.76502599259677	11706	117.1	0.551	1
201.874234756988	-49.4940580029941	15524	155.2	0.84	1
215.985223484704	-12.405654840579	13553	135.5	0.618	1
163.274914303437	-40.3290187104937	5217	52.2	0.34	1
182.221711746091	-9.0363687744941	1510	15.1	0.118	1
240.834313715511	-16.0476675453296	7673	76.7	0.256	1
203.518996454047	-17.6287747439705	15373	153.7	0.826	1
222.117386630355	-16.290194304859	7420	74.2	0.276	1
167.68141669863	-36.6625386194643	10336	103.4	0.547	1
242.210368400557	-33.9265652014778	13584	135.8	0.566	1
212.062100772727	-28.4519727021265	7003	70	0.239	1
136.520589877557	-16.1568471533405	17401	174	1.439	1
131.843079747838	-28.1293027296092	12986	129.9	0.661	1
152.330508428067	-20.0025692183415	5459	54.6	0.215	1
147.914470711441	-13.7116990507382	4339	43.4	0.159	1
241.675087556614	-33.6050879094917	8000	80	0.336	1
209.20346288802	-18.0732773888971	11144	111.4	0.398	1
147.468789128449	-33.4958498555886	9605	96.1	0.437	1
225.049296282305	-27.110722091023	2849	28.5	0.112	1
138.675753228694	-33.3858574732701	10587	105.9	0.363	1
230.15673281436	-7.0163610613227	12454	124.5	0.535	1
152.661832845826	-2.04435602763023	11371	113.7	0.458	1
204.327998516948	-49.7489461267603	3450	34.5	0.223	1
173.805614103781	-13.5513198954525	23340	233.4	3.31	1
244.643716251956	-15.2941697172886	6992	69.9	0.29	1
217.913125292447	-21.1551490211004	8683	86.8	0.409	1
152.715454727156	-23.1589461525194	10109	101.1	0.374	1
213.759536380426	-24.4069569501268	6853	68.5	0.259	1
196.172691976655	-15.1493132166466	5751	57.5	0.181	1
167.876986789019	-18.2894730618863	4078	40.8	0.323	1
237.17971636332	-2.99289944194359	17916	179.2	1.587	1
235.558945188021	-1.22898901334166	10457	104.6	0.371	1
248.508799099983	-27.5463526926153	7790	77.9	0.333	1
222.11779537101	-36.1799248927762	11194	111.9	0.459	1
259.204505534663	-14.9588856504304	9298	93	0.361	1
164.056977335823	-31.9381624516752	3769	37.7	0.18	1
193.055090939871	-29.8406812066607	3171	31.7	0.321	1
223.563863523471	-29.3359420881202	20913	209.1	2.205	1
204.504949029352	-22.9241460702934	7330	73.3	0.27	1
256.415526825951	-14.8472219032135	13190	131.9	0.611	1
220.365291639974	-37.5564374612298	4596	46	0.155	1
164.184665874839	-12.8874224500066	5142	51.4	0.19	1
227.373294766185	-37.8033042279703	12167	121.7	0.497	1
153.082667011079	-47.2947607037643	2822	28.2	0.209	1
220.409200365727	-33.3109370749905	4797	48	0.298	1
245.619240790784	-8.16797580759576	8360	83.6	0.297	1
230.71745450902	-4.99694605813269	7407	74.1	0.313	1
153.177307276952	-3.49983424588913	12940	129.4	0.691	1
148.808709144667	-22.4828256386898	3810	38.1	0.134	1
247.612154045311	-11.4699400599986	9085	90.8	0.33	1
229.253818514446	-25.1572011266733	14751	147.5	0.797	1
132.93256032114	-2.133998534957	3657	36.6	0.171	1
198.442537097458	-31.9150539229152	16378	163.8	1.15	1
183.172010463842	-14.0145696416922	4519	45.2	0.289	1
238.111161062946	-21.7435365715491	21521	215.2	2.246	1
153.320520739285	-6.02914338919335	8477	84.8	0.328	1
204.843955298388	-32.2241371571986	7705	77.1	0.447	1
216.209151290131	-38.8032743560336	4643	46.4	0.212	1
250.719697494511	-4.01065880605293	13377	133.8	0.596	1
204.907837062199	-11.4938189297587	2556	25.6	0.192	1
125.232972046066	-1.27437601503432	16116	161.2	0.984	1
212.698731545197	-31.5294318462964	7583	75.8	0.255	1
183.396634813886	-13.1980663374909	5710	57.1	0.253	1
252.684190395865	-10.9232685254746	5763	57.6	0.276	1
179.796106414996	-48.0787884225265	12195	121.9	0.541	1
244.495919892431	-28.3402545535088	5107	51.1	0.171	1
128.387853173839	-0.651369069020216	9743	97.4	0.329	1
148.469327994746	-13.5354184873773	17044	170.4	1.051	1
201.984962670361	-25.856142763057	11289	112.9	0.712	1
205.03627328277	-31.242151238133	14931	149.3	0.853	1
252.28049837922	-9.65331085527006	6229	62.3	0.204	1
153.514565342156	-21.9767439800533	4040	40.4	0.211	1
130.095241206636	-10.1310400167643	13651	136.5	0.758	1
236.974982934944	-13.3904116725574	11711	117.1	0.536	1
152.834690898055	-30.7519789921019	9599	96	0.323	1
164.731218712598	-14.9614072745483	4956	49.6	0.246	1
184.427396781659	-6.21305937567026	8508	85.1	0.274	1
132.018826240716	-13.1222691843094	18221	182.2	1.3	1
140.391302651941	-30.4944490667302	10139	101.4	0.458	1
216.676037805894	-49.6725392630194	4236	42.4	0.261	1
236.929676562156	-38.3285577274167	7610	76.1	0.248	1
137.909076749296	-6.64638630571182	5566	55.7	0.203	1
224.295461745529	-12.9152647128427	11881	118.8	0.437	1
205.638061783452	-30.1326104090481	15345	153.4	0.781	1
216.799130957628	-2.26243755212374	7522	75.2	0.356	1
180.130563791689	-21.3216072817942	7528	75.3	0.285	1
133.815715879072	-32.0466395520281	1763	17.6	0.125	1
257.64217999105	-11.3609072043249	7793	77.9	0.408	1
153.702462634234	-28.9570347292333	4508	45.1	0.197	1
138.422301917528	-26.3467460681717	15923	159.2	0.858	1
115.493678004446	-12.6842824779373	11167	111.7	0.47	1
140.770494874603	-24.1045887843079	17477	174.8	1.302	1
179.922580461647	-12.5150685274024	15321	153.2	0.758	1
225.599214845561	-29.4930704788149	6449	64.5	0.239	1
216.881389218145	-0.92245568670371	9582	95.8	0.408	1
141.269451992635	-31.926683267136	13552	135.5	0.715	1
153.92698918132	-34.412995593784	9209	92.1	0.506	1
126.037620802367	-3.77138250253218	7218	72.2	0.263	1
231.120550936011	-23.1088860972017	7070	70.7	0.29	1
263.616637199375	-1.35339443805602	9014	90.1	0.335	1
145.027554107811	-25.0573914448354	11246	112.5	0.509	1
199.42770489342	-32.1016793283341	2618	26.2	0.295	1
135.938511002774	-4.37406564674095	6781	67.8	0.267	1
231.248187367982	-34.4798868893102	6495	64.9	0.239	1
226.420815548491	-42.4494876081835	5433	54.3	0.325	1
169.403674572329	-3.17084927905421	9403	94	0.354	1
215.062374559856	-41.9946703833212	11508	115.1	0.436	1
196.223987672358	-24.8421943663265	9108	91.1	0.389	1
141.003382207299	-29.2285806319231	11269	112.7	0.505	1
169.477893396311	-1.94641654862142	13305	133.1	0.716	1
135.383212372307	-21.7160573198313	11502	115	0.427	1
140.453650565739	-41.4478522865565	7675	76.8	0.313	1
116.82634945892	-0.169015179631478	9405	94.1	0.335	1
159.395212036824	-15.7773758938722	8972	89.7	0.298	1
187.338110005765	-23.1665334388579	2090	20.9	0.225	1
173.558010295301	-9.84563756311718	2069	20.7	0.151	1
189.982474372878	-13.374582691402	8546	85.5	0.272	1
187.399939134518	-18.3870957960295	8846	88.5	0.402	1
249.427091858017	-21.4465130482334	4165	41.7	0.289	1
145.55077592412	-4.71407489093039	4824	48.2	0.248	1
187.449890373597	-54.3635480129006	6317	63.2	0.296	1
140.964415716335	-39.94872032329	17854	178.5	1.661	1
232.598067347062	-31.9064638723889	14947	149.5	0.885	1
213.375267106761	-29.5946177148665	2919	29.2	0.134	1
154.955879902119	-19.955349149236	7368	73.7	0.351	1
173.78540514701	-45.3799182237026	5637	56.4	0.25	1
249.782481993396	-28.9821689549302	6434	64.3	0.235	1
223.921692593977	-39.6255046188677	7434	74.3	0.237	1
241.41125777504	-37.4005700507184	17549	175.5	1.117	1
209.665307017808	-38.4093555220505	8577	85.8	0.444	1
132.110888005756	-22.0044337910349	18771	187.7	1.394	1
114.898770177105	-1.99546394578922	14303	143	0.672	1
248.639808083405	-25.6234951112804	13954	139.5	0.786	1
140.87573436901	-23.1616424054199	2945	29.5	0.298	1
196.669221004561	-38.2755496788704	3682	36.8	0.227	1
213.525066453861	-18.3707380255285	15937	159.4	0.873	1
155.101979302595	-40.4020300788796	7738	77.4	0.436	1
173.93864508103	-38.3647433484043	6969	69.7	0.397	1
227.056144018185	-11.1408396182242	5281	52.8	0.268	1
192.781693773614	-55.9970962198593	9319	93.2	0.405	1
149.654742781062	-47.0833239512545	3882	38.8	0.13	1
116.533382315116	-13.2813234825588	11244	112.4	0.505	1
143.427605640062	-38.8716062689365	12072	120.7	0.577	1
196.736979372465	-20.2479191325864	6697	67	0.254	1
173.984950283664	-48.4862390842632	6735	67.3	0.253	1
121.952146983097	-13.3244125798072	18172	181.7	1.58	1
258.424979432947	-10.9552836134973	8960	89.6	0.309	1
232.692138031496	-2.82940032204589	2999	30	0.248	1
206.384021477668	-53.887937654118	12342	123.4	0.579	1
